	id	doi	title	year	journal	publisher	resulting_publication_doi	pmid	pmcid	type	date	date_online	date_print	open_access_categories_v2	categories	field_citation_ratio	times_cited	relative_citation_ratio	altmetrics_score	altmetrics_id
103	pub.1129670106	10.1101/2020.07.24.20161364	Local measures enable COVID-19 containment with fewer restrictions due to cooperative effects	2020	medRxiv	Cold Spring Harbor Laboratory				preprint	2020-07-24	2020-07-24		['oa_all' 'green']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['14'], dtype=object), 'full': array([{'id': '2214', 'code': '14', 'name': 'Economics'}], dtype=object)}, 'second_level': {'codes': array(['1402'], dtype=object), 'full': array([{'id': '3292', 'code': '1402', 'name': 'Applied Economics'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Infectious Diseases'], dtype=object), 'full': array([{'id': '533', 'value': 'Infectious Diseases'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A02'], dtype=object), 'full': array([{'id': '30002', 'code': 'A02', 'name': 'Public Health, Health Services and Primary Care'}],
      dtype=object)}}"		2		64.0	94373650
104	pub.1129673636	10.1101/2020.07.25.221135	SARS-CoV-2 and SARS-CoV spike-mediated cell-cell fusion differ in the requirements for receptor expression and proteolytic activation	2020	bioRxiv	Cold Spring Harbor Laboratory				preprint	2020-07-25	2020-07-25		['oa_all' 'green']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['06'], dtype=object), 'full': array([{'id': '2206', 'code': '06', 'name': 'Biological Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['0601'], dtype=object), 'full': array([{'id': '2581', 'code': '0601', 'name': 'Biochemistry and Cell Biology'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Lung', 'Pneumonia', 'Biodefense', 'Clinical Research',
       'Emerging Infectious Diseases', 'Infectious Diseases',
       'Pneumonia & Influenza', 'Prevention', 'Vaccine Related'],
      dtype=object), 'full': array([{'id': '410', 'value': 'Lung'},
       {'id': '426', 'value': 'Pneumonia'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '507', 'value': 'Clinical Research'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '556', 'value': 'Pneumonia & Influenza'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A03'], dtype=object), 'full': array([{'id': '30003', 'code': 'A03', 'name': 'Allied Health Professions, Dentistry, Nursing and Pharmacy'}],
      dtype=object)}}"		10		29.0	86501816
105	pub.1129664214	10.1111/ddg.14190	Continuing medical and student education in dermatology during the coronavirus pandemic – a major challenge	2020	JDDG Journal der Deutschen Dermatologischen Gesellschaft	Wiley		33448655		article	2020-07-27	2020-07-27	2020-08	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1103', '1107'], dtype=object), 'full': array([{'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'},
       {'id': '3103', 'code': '1107', 'name': 'Immunology'}], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Lung'], dtype=object), 'full': array([{'id': '410', 'value': 'Lung'}], dtype=object)}, 'sdg_v1': {'codes': array(['4'], dtype=object), 'full': array([{'id': '40004', 'code': '4', 'name': 'Quality Education'}],
      dtype=object)}, 'uoa_v1': {'codes': array(['C23'], dtype=object), 'full': array([{'id': '30023', 'code': 'C23', 'name': 'Education'}], dtype=object)}}"		5		6.0	97860054
106	pub.1129665412	10.1111/ddg.14195	COVID‐19 and implications for dermatological and allergological diseases	2020	JDDG Journal der Deutschen Dermatologischen Gesellschaft	Wiley		32717116		article	2020-07-27	2020-07-27	2020-08	['oa_all' 'hybrid']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1107'], dtype=object), 'full': array([{'id': '3103', 'code': '1107', 'name': 'Immunology'}], dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Skin', 'Inflammatory and immune system'], dtype=object), 'full': array([{'id': '891', 'value': 'Skin'},
       {'id': '903', 'value': 'Inflammatory and immune system'}],
      dtype=object)}, 'hrcs_rac_v1': {'codes': array(['2.1'], dtype=object), 'full': array([{'id': '10201', 'code': '2.1', 'name': 'Biological and endogenous factors'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': {'values': array(['Skin Cancer'], dtype=object), 'full': array([{'id': '3833', 'value': 'Skin Cancer'}], dtype=object)}, 'rcdc_v1': {'values': array(['Autoimmune Disease', 'Emerging Infectious Diseases'], dtype=object), 'full': array([{'id': '496', 'value': 'Autoimmune Disease'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'}],
      dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		9		1.0	86867671
107	pub.1128941200	10.1080/19466315.2020.1790415	Efficient Adaptive Designs for Clinical Trials of Interventions for COVID-19	2020	Statistics in Biopharmaceutical Research	Taylor & Francis		34191981	8011600	article	2020-07-29	2020-07-29	2020-10-01	['oa_all' 'hybrid']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['01'], dtype=object), 'full': array([{'id': '2201', 'code': '01', 'name': 'Mathematical Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['0104'], dtype=object), 'full': array([{'id': '2358', 'code': '0104', 'name': 'Statistics'}], dtype=object)}}, 'hra_v1': {'values': array(['Clinical'], dtype=object), 'full': array([{'id': '3901', 'value': 'Clinical'}], dtype=object)}, 'hrcs_hc_v1': None, 'hrcs_rac_v1': {'codes': array(['8.4'], dtype=object), 'full': array([{'id': '10804', 'code': '8.4', 'name': 'Research design and methodologies (health services)'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Clinical Research', 'Clinical Trials and Supportive Activities'],
      dtype=object), 'full': array([{'id': '507', 'value': 'Clinical Research'},
       {'id': '508', 'value': 'Clinical Trials and Supportive Activities'}],
      dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A02'], dtype=object), 'full': array([{'id': '30002', 'code': 'A02', 'name': 'Public Health, Health Services and Primary Care'}],
      dtype=object)}}"		16		29.0	85150551
108	pub.1129870290	10.1007/s12571-020-01093-0	Mapping disruption and resilience mechanisms in food systems	2020	Food Security	Springer Nature		32837660	7399354	article	2020-08-04	2020-08-04	2020-08	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['07', '09'], dtype=object), 'full': array([{'id': '2207', 'code': '07', 'name': 'Agricultural and Veterinary Sciences'},
       {'id': '2209', 'code': '09', 'name': 'Engineering'}], dtype=object)}, 'second_level': {'codes': array(['0703', '0908'], dtype=object), 'full': array([{'id': '2690', 'code': '0703', 'name': 'Crop and Pasture Production'},
       {'id': '2883', 'code': '0908', 'name': 'Food Sciences'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Population & Society'], dtype=object), 'full': array([{'id': '3903', 'value': 'Population & Society'}], dtype=object)}, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': {'codes': array(['2'], dtype=object), 'full': array([{'id': '40002', 'code': '2', 'name': 'Zero Hunger'}], dtype=object)}, 'uoa_v1': {'codes': array(['C19'], dtype=object), 'full': array([{'id': '30019', 'code': 'C19', 'name': 'Politics and International Studies'}],
      dtype=object)}}"		27		10.0	89244437
109	pub.1129903168	10.1136/annrheumdis-2020-218683	Response to: ‘Hydroxychloroquine ineffective for COVID-19 prophylaxis in lupus and rheumatoid arthritis’ by Singer et al	2020	Annals of the Rheumatic Diseases	BMJ		32759257		article	2020-08-05	2020-08-05	2020-08-05	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1103', '1107', '1117'], dtype=object), 'full': array([{'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'},
       {'id': '3103', 'code': '1107', 'name': 'Immunology'},
       {'id': '3177', 'code': '1117', 'name': 'Public Health and Health Services'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		0		81.0	88406291
110	pub.1129912096	10.1101/2020.08.05.237651	Camostat mesylate inhibits SARS-CoV-2 activation by TMPRSS2-related proteases and its metabolite GBPA exerts antiviral activity	2020	bioRxiv	Cold Spring Harbor Laboratory	10.1016/j.ebiom.2021.103255	32793911		preprint	2020-08-05	2020-08-05		['oa_all' 'green']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1108'], dtype=object), 'full': array([{'id': '3114', 'code': '1108', 'name': 'Medical Microbiology'}],
      dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Lung', 'Pneumonia', 'Biodefense', 'Emerging Infectious Diseases',
       'Infectious Diseases', 'Pneumonia & Influenza', 'Prevention',
       'Vaccine Related'], dtype=object), 'full': array([{'id': '410', 'value': 'Lung'},
       {'id': '426', 'value': 'Pneumonia'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '556', 'value': 'Pneumonia & Influenza'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A05'], dtype=object), 'full': array([{'id': '30005', 'code': 'A05', 'name': 'Biological Sciences'}],
      dtype=object)}}"		37		70.0	87720461
111	pub.1129897197	10.1111/ddg.14169	COVID‐19 and immunological regulations – from basic and translational aspects to clinical implications	2020	JDDG Journal der Deutschen Dermatologischen Gesellschaft	Wiley		32761894	7436872	article	2020-08-06	2020-08-06	2020-08	['oa_all' 'hybrid']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1107'], dtype=object), 'full': array([{'id': '3103', 'code': '1107', 'name': 'Immunology'}], dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Inflammatory and immune system'], dtype=object), 'full': array([{'id': '903', 'value': 'Inflammatory and immune system'}],
      dtype=object)}, 'hrcs_rac_v1': {'codes': array(['2.1'], dtype=object), 'full': array([{'id': '10201', 'code': '2.1', 'name': 'Biological and endogenous factors'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Lung', 'Biodefense', 'Emerging Infectious Diseases',
       'Infectious Diseases', 'Pneumonia & Influenza', 'Prevention',
       'Vaccine Related'], dtype=object), 'full': array([{'id': '410', 'value': 'Lung'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '556', 'value': 'Pneumonia & Influenza'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		20		2.0	87850302
112	pub.1129897066	10.1007/s00129-020-04635-x	GnRH–Antagonisten 2.0	2020	Der Gynäkologe	Springer Nature		32834083	7406955	article	2020-08-06	2020-08-06	2020-08	['oa_all' 'bronze']	{'bra_v1': None, 'for_v1': None, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}		0			
113	pub.1129936821	10.1016/j.bja.2020.07.045	Oesophageal manometry and gas exchange in COVID-19 ARDS patients	2020	British Journal of Anaesthesia	Elsevier		32859365	7413091	article	2020-08-07	2020-08-07	2020-11	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['1103'], dtype=object), 'full': array([{'id': '3053', 'code': '1103', 'name': 'Clinical Sciences'}],
      dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		0		2.0	89553077
114	pub.1130052340	10.1101/2020.08.10.241414	Rapid SARS-CoV-2 Adaptation to Available Cellular Proteases	2020	bioRxiv	Cold Spring Harbor Laboratory				preprint	2020-08-10	2020-08-10		['oa_all' 'green']	"{'bra_v1': {'values': array(['Basic Science'], dtype=object), 'full': array([{'id': '4000', 'value': 'Basic Science'}], dtype=object)}, 'for_v1': {'first_level': {'codes': array(['06'], dtype=object), 'full': array([{'id': '2206', 'code': '06', 'name': 'Biological Sciences'}],
      dtype=object)}, 'second_level': {'codes': array(['0604'], dtype=object), 'full': array([{'id': '2620', 'code': '0604', 'name': 'Genetics'}], dtype=object)}}, 'hra_v1': {'values': array(['Biomedical'], dtype=object), 'full': array([{'id': '3900', 'value': 'Biomedical'}], dtype=object)}, 'hrcs_hc_v1': {'values': array(['Infection'], dtype=object), 'full': array([{'id': '898', 'value': 'Infection'}], dtype=object)}, 'hrcs_rac_v1': {'codes': array(['2.1'], dtype=object), 'full': array([{'id': '10201', 'code': '2.1', 'name': 'Biological and endogenous factors'}],
      dtype=object)}, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': {'values': array(['Biotechnology', 'Lung', 'Pneumonia', 'Biodefense',
       'Emerging Infectious Diseases', 'Genetics', 'Infectious Diseases',
       'Pneumonia & Influenza', 'Prevention', 'Vaccine Related'],
      dtype=object), 'full': array([{'id': '338', 'value': 'Biotechnology'},
       {'id': '410', 'value': 'Lung'},
       {'id': '426', 'value': 'Pneumonia'},
       {'id': '499', 'value': 'Biodefense'},
       {'id': '520', 'value': 'Emerging Infectious Diseases'},
       {'id': '526', 'value': 'Genetics'},
       {'id': '533', 'value': 'Infectious Diseases'},
       {'id': '556', 'value': 'Pneumonia & Influenza'},
       {'id': '558', 'value': 'Prevention'},
       {'id': '583', 'value': 'Vaccine Related'}], dtype=object)}, 'sdg_v1': None, 'uoa_v1': {'codes': array(['A01'], dtype=object), 'full': array([{'id': '30001', 'code': 'A01', 'name': 'Clinical Medicine'}],
      dtype=object)}}"		6		45.0	88024665
115	pub.1130074511	10.1007/s00114-020-01689-8	Science during crisis and the Arnold Berliner Award 2020	2020	The Science of Nature	Springer Nature		32785790	7419436	article	2020-08-12	2020-08-12	2020-08	['oa_all' 'hybrid']	{'bra_v1': None, 'for_v1': None, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}		0			
116	pub.1130153559	10.1016/s0140-6736(20)31759-1	SARS-CoV-2 renal tropism associates with acute kidney injury	2020	The Lancet	Elsevier		32818439	7431179	article	2020-08-17	2020-08-17	2020-08	['oa_all' 'bronze']	"{'bra_v1': None, 'for_v1': {'first_level': {'codes': array(['11'], dtype=object), 'full': array([{'id': '2211', 'code': '11', 'name': 'Medical and Health Sciences'}],
      dtype=object)}, 'second_level': {'codes': array([], dtype=object), 'full': array([], dtype=object)}}, 'hra_v1': None, 'hrcs_hc_v1': None, 'hrcs_rac_v1': None, 'icrp_cso_v1': None, 'icrp_ct_v1': None, 'rcdc_v1': None, 'sdg_v1': None, 'uoa_v1': None}"		85		518.0	88414852
